order_id,customer_id,product_id,quantity,price,order_date
1547,5,32,8,29.98,12/6/2022
5996,2,11,9,99.78,5/5/2023
5181,10,11,6,76.89,9/24/2022
1901,10,43,10,91.06,4/22/2023
3598,7,4,6,39,11/10/2022
5919,4,1,4,26.3,4/10/2023
3710,5,21,3,79.49,10/9/2022
9233,5,24,8,42.94,2/10/2023
3525,1,34,5,35.22,6/21/2022
2768,4,50,8,44.74,1/5/2023
5788,6,39,4,76.75,6/9/2022
6918,2,19,2,24.89,6/27/2022
2516,5,5,5,44.95,10/12/2022
8072,2,26,9,46.76,5/25/2023
3986,8,1,7,81.4,3/6/2023
1478,7,5,5,15.19,8/1/2022
2718,7,23,6,24.51,6/1/2022
9526,4,28,8,47.4,6/15/2022
2272,10,26,5,65.53,9/11/2022
7522,8,26,4,90.57,12/30/2022
4439,7,46,7,16.6,8/18/2022
3692,7,34,8,66.51,9/15/2022
3691,8,49,10,20.43,4/24/2023
2934,7,1,5,47.03,6/30/2022
8598,5,36,7,75.37,12/30/2022
7044,7,22,10,72.81,8/28/2022
1386,3,42,1,38.31,1/7/2023
1671,2,32,8,82.63,8/25/2022
1623,6,27,1,96.85,9/26/2022
7845,10,42,4,84.74,2/17/2023
4005,6,39,6,43.55,7/27/2022
9597,1,33,1,78.88,10/4/2022
4440,1,35,1,24.37,3/1/2023
3062,9,2,1,77.66,4/10/2023
5346,7,15,4,72.22,2/24/2023
1102,8,9,4,44.04,10/13/2022
5800,8,33,3,42.18,11/26/2022
2039,8,33,10,21.11,1/21/2023
2239,7,12,3,69.08,1/26/2023
2773,8,13,4,82.12,6/15/2022
7843,5,45,10,70.21,7/9/2022
4745,5,19,9,23.65,9/26/2022
7574,8,19,9,73.08,11/30/2022
5094,8,15,10,28.65,12/6/2022
1524,5,25,3,85.19,11/26/2022
7605,1,46,10,49.87,5/12/2023
9721,4,36,7,61.64,8/17/2022
9086,4,5,4,12,3/20/2023
9739,1,5,3,64.84,3/14/2023
6386,8,9,6,11.31,12/20/2022
6157,9,30,10,55.13,2/27/2023
7036,2,2,7,86.05,4/27/2023
2300,6,16,1,80.31,4/26/2023
7896,10,45,10,75.79,11/25/2022
9093,3,9,1,93.2,6/30/2022
2295,5,20,6,97.67,10/4/2022
4450,2,11,5,51.7,2/22/2023
5727,3,5,7,99.16,3/5/2023
3688,8,49,6,31.1,7/15/2022
4858,6,50,6,29.5,7/31/2022
2209,2,15,7,26.27,8/19/2022
8326,2,26,7,17.03,11/14/2022
6713,1,36,7,52.44,6/5/2022
2644,4,21,6,28.87,6/16/2022
1306,10,19,7,81.47,1/3/2023
4621,9,4,5,68.12,8/11/2022
6589,6,39,6,89.47,3/17/2023
9873,1,45,6,76.82,6/23/2022
1733,5,8,9,52.73,7/28/2022
7694,3,4,9,58.61,9/25/2022
5915,7,15,7,63.44,12/6/2022
7083,4,37,6,71.27,4/29/2023
1596,1,8,5,87.77,12/9/2022
9897,10,3,9,22.76,5/4/2023
5530,7,3,5,89.23,5/3/2023
8395,5,29,5,97.68,3/22/2023
9922,10,19,6,51.9,7/4/2022
7162,5,26,5,25.16,11/20/2022
8297,7,27,6,43.01,4/28/2023
7893,5,15,4,85.43,9/26/2022
9588,8,3,4,55.38,1/7/2023
1007,4,41,5,63.34,10/8/2022
4708,8,23,1,44.27,8/16/2022
1068,2,38,4,57.68,5/17/2023
5696,10,21,1,51.39,4/12/2023
6219,1,23,10,78.93,2/2/2023
6218,8,21,5,85.91,6/24/2022
6540,10,44,8,15.61,9/19/2022
9706,7,11,3,11.78,10/5/2022
2003,3,39,3,94.4,2/15/2023
1842,10,39,2,30.59,1/28/2023
8366,1,31,9,32.02,7/1/2022
7087,3,47,2,80.06,4/23/2023
1949,2,36,3,20.1,2/22/2023
1462,9,50,2,39.2,3/24/2023
7088,5,39,8,36.11,2/24/2023
1579,4,25,3,69.12,8/1/2022
2321,4,8,3,28.01,3/16/2023
4724,7,20,9,34.17,5/21/2023
5710,6,33,10,21.43,9/27/2022
4256,6,7,8,98,11/8/2022
8413,3,6,2,73,12/24/2022
6521,3,6,10,41.22,8/10/2022
1105,5,29,10,41.5,4/19/2023
4559,5,26,2,83.56,7/9/2022
9160,6,40,4,25.98,11/21/2022
2158,8,11,9,94.08,3/26/2023
8515,4,41,7,47.02,12/5/2022
8816,7,9,3,86.81,10/19/2022
9036,4,35,5,34.23,11/19/2022
8403,2,50,1,46.98,7/15/2022
1306,10,45,2,51.79,10/22/2022
4843,6,21,5,56.16,9/3/2022
6593,7,38,4,33.23,2/12/2023
9321,4,45,1,50.44,4/27/2023
1073,10,37,5,92.83,5/7/2023
2883,3,44,10,92.61,8/25/2022
3497,9,35,6,45.91,8/5/2022
8468,9,14,7,72.33,2/15/2023
3922,9,23,6,47.85,7/5/2022
4190,10,32,7,24.46,11/18/2022
1102,7,11,3,18.41,8/12/2022
8043,1,44,7,25.36,12/22/2022
3317,7,44,5,91.11,6/12/2022
9244,7,26,7,48.62,2/20/2023
9383,9,11,3,21.61,1/26/2023
3608,2,8,8,84.48,7/25/2022
8251,9,45,8,27.27,9/14/2022
8483,10,8,5,96.52,5/26/2023
8473,7,44,6,69.53,12/26/2022
3825,9,26,9,74.6,1/18/2023
7025,2,2,5,14.21,5/12/2023
9222,8,2,2,69.46,10/2/2022
5458,6,6,4,35.18,4/8/2023
9758,10,21,3,47.73,4/20/2023
5654,10,39,1,12.74,7/17/2022
2016,2,29,2,91.16,1/19/2023
6520,4,4,5,62.16,4/15/2023
4998,1,26,3,17.55,8/26/2022
4256,2,4,7,65.06,7/9/2022
5662,3,35,4,85.74,10/23/2022
6862,7,33,2,39.98,6/20/2022
5971,3,7,7,32.36,6/30/2022
7696,10,37,1,51.72,8/1/2022
3331,7,39,6,66.23,6/28/2022
3250,4,23,9,61.12,10/24/2022
5171,7,32,1,87.2,2/18/2023
5201,4,30,8,72.84,7/2/2022
7546,1,46,2,98.9,4/15/2023
8155,8,19,10,38.82,8/10/2022
5841,4,37,1,85.17,10/27/2022
7316,3,2,8,46.42,9/26/2022
3737,3,36,5,85.59,7/8/2022
1915,5,26,10,34.71,9/7/2022
2255,4,23,3,84.96,5/22/2023
5323,7,30,10,56.88,1/17/2023
8088,9,10,3,74.78,7/17/2022
5854,8,29,1,21.02,11/10/2022
1011,10,23,6,71.55,9/10/2022
8626,3,22,9,68.34,6/29/2022
6048,2,50,8,37.62,9/16/2022
6396,3,49,10,91.35,7/12/2022
1376,2,42,5,65.77,5/23/2023
5461,6,11,4,96.2,3/22/2023
9495,3,8,2,58.37,10/4/2022
9923,8,5,2,78.18,2/1/2023
6225,1,33,3,85.52,7/22/2022
1786,10,22,7,24.5,4/28/2023
1564,8,2,8,76.47,1/25/2023
1960,6,13,1,90.53,6/29/2022
6812,2,36,3,76.58,6/1/2022
5595,6,29,6,66.72,4/12/2023
7227,3,29,1,28.37,8/4/2022
3607,2,7,6,22.67,1/31/2023
7604,7,26,6,59.42,4/15/2023
7432,8,3,7,43.37,2/23/2023
3270,10,1,2,47.43,9/17/2022
6007,9,23,5,38.63,3/20/2023
8570,6,41,10,13.12,10/2/2022
3357,4,2,2,11.41,11/4/2022
8808,5,19,7,44.27,1/29/2023
2816,1,4,7,21.88,3/22/2023
6596,7,10,10,42.08,7/3/2022
5365,9,25,3,11.18,2/6/2023
5884,1,2,7,26.88,4/12/2023
2365,4,48,7,10.29,11/7/2022
6360,10,11,3,67.08,6/10/2022
6221,1,49,6,29.66,1/23/2023
3037,2,35,5,28.87,11/5/2022
3908,2,1,5,32.64,9/16/2022
3864,8,6,7,47.24,3/31/2023
2856,4,41,1,28.98,8/20/2022
7382,9,37,3,46.6,9/11/2022
8391,3,3,1,40.84,7/18/2022
3448,5,35,3,75.49,11/26/2022
3352,1,35,9,15.08,11/19/2022
5977,10,50,7,51.86,3/26/2023
9890,4,44,2,96.48,5/29/2023
5818,9,34,3,80.6,2/9/2023
8027,3,38,9,39.43,11/2/2022
5264,8,8,9,82.3,2/21/2023
2914,3,17,2,44.56,10/31/2022
9093,9,50,5,49.98,1/10/2023
2360,10,15,6,18.38,9/9/2022
3368,7,27,7,24.62,4/7/2023
7745,2,4,10,34.82,9/14/2022
3853,1,22,7,87.79,11/16/2022
6586,6,29,9,54.49,9/7/2022
9321,8,32,1,89.83,1/3/2023
7105,8,5,5,47.89,11/15/2022
7398,8,13,9,23.32,11/10/2022
7553,10,50,10,32.08,7/8/2022
7860,2,13,7,20.56,7/8/2022
9877,9,22,3,81.44,11/15/2022
5336,7,30,9,77.52,12/20/2022
3257,9,37,8,21.63,7/19/2022
2514,3,29,8,69.12,12/9/2022
4270,8,30,4,29.46,9/1/2022
9677,9,4,7,87.7,7/24/2022
7856,8,17,6,88.09,4/23/2023
8959,10,5,8,83.56,8/23/2022
5789,4,32,6,23.16,1/29/2023
3205,9,1,6,73.63,5/31/2023
5864,3,13,3,60.18,10/26/2022
3537,7,5,4,79.72,12/13/2022
6579,6,45,5,57.4,8/14/2022
6403,3,20,10,65.91,8/1/2022
8309,4,48,2,97.02,5/22/2023
5093,2,39,6,89.21,4/21/2023
2607,5,47,7,60.1,10/11/2022
2402,9,45,5,35.94,6/25/2022
6184,2,48,6,25.39,4/20/2023
2340,6,22,5,27.94,1/28/2023
5174,8,10,2,96.08,11/30/2022
3693,8,26,3,31.59,11/25/2022
4935,5,39,5,50.66,2/9/2023
8528,5,20,9,68.97,11/13/2022
8138,4,12,7,47.47,5/30/2023
1036,1,37,2,81.19,4/21/2023
1952,9,8,10,47.22,9/11/2022
3817,8,9,3,97.7,8/23/2022
1968,3,11,8,96.99,3/20/2023
4121,3,49,8,25.53,6/30/2022
5315,9,23,4,77.78,5/4/2023
7855,5,42,7,57.17,7/5/2022
7985,9,32,10,76.79,10/14/2022
8176,1,44,6,33.88,1/16/2023
2095,8,39,7,46.14,1/5/2023
7751,7,43,1,77.93,10/10/2022
5922,10,26,7,56.3,1/4/2023
8120,7,46,8,75.33,2/22/2023
5099,3,10,4,43.48,1/2/2023
3445,6,44,6,85.29,11/23/2022
3011,3,32,4,35.55,10/26/2022
7398,6,28,7,40.22,9/3/2022
5580,1,49,8,82.69,8/5/2022
2455,7,10,3,20.23,1/26/2023
8703,9,46,3,65.88,9/28/2022
5072,8,17,2,27.57,4/23/2023
2851,9,47,6,36.05,10/27/2022
9223,7,28,7,99.15,3/28/2023
7262,5,35,4,21.27,12/11/2022
8272,3,14,4,54.22,10/31/2022
5447,7,47,7,60.37,10/9/2022
1645,6,13,8,66.47,3/12/2023
6231,10,15,4,89.32,11/12/2022
8590,10,7,5,50.07,3/24/2023
6332,8,31,7,62.15,9/10/2022
7484,6,27,7,73.8,6/29/2022
5387,3,38,7,74.9,8/6/2022
5110,9,4,8,92.45,12/27/2022
2988,8,23,7,99.56,11/16/2022
9893,2,47,4,54.99,12/23/2022
7875,6,6,9,22.58,2/7/2023
8523,5,20,7,72.37,12/5/2022
3301,1,20,8,69.76,4/7/2023
1684,9,49,1,62.46,4/2/2023
4987,3,37,1,21.65,7/20/2022
5967,4,24,10,88.72,8/25/2022
8493,4,40,7,55.77,6/28/2022
7313,6,32,6,52.85,2/21/2023
5408,9,44,2,28.51,3/13/2023
6131,5,24,5,58.6,5/22/2023
1120,4,14,1,29.03,2/3/2023
4394,2,32,1,55.19,6/8/2022
8028,2,46,6,46.24,3/2/2023
1329,7,47,3,97.95,3/5/2023
9985,6,2,10,24.47,2/21/2023
7375,8,22,2,30,5/6/2023
6479,10,49,5,26.2,2/4/2023
3031,3,45,8,35.83,8/8/2022
7971,6,11,9,82.94,11/1/2022
7520,8,18,1,84.54,10/13/2022
9182,6,38,6,18.15,4/22/2023
3916,1,42,6,35.53,2/10/2023
4968,8,22,9,71.77,3/7/2023
2401,5,19,7,20.86,1/1/2023
7967,6,34,10,14.44,7/26/2022
8308,6,16,1,61.38,3/4/2023
6938,4,18,7,62.96,11/27/2022
5921,9,37,9,52.89,9/22/2022
8395,4,16,7,46.09,6/10/2022
